"id","nama_toko","id_toko","alamat","kontak","titik_lokasi","",""
"4068","Outlet Kebon","40680308","Kebon, Jawa Tengah","0308","-6.8598,111.4288","",""
"4069","Outlet Kebon","40690574","Kebon, Jawa Tengah","0574","-6.7499,111.3513","",""
"4070","Outlet Sidowayah Lor","40700517","Sidowayah Lor, Jawa Tengah","0517","-6.7108,111.3493","",""
"4071","Outlet Kadiwono","40710945","Kadiwono, Jawa Tengah","0945","-6.8601,111.4312","",""
"4072","Outlet Joho","40720228","Joho, Jawa Tengah","0228","-6.8664,111.5861","",""
"4073","Outlet Ngroto","40730992","Ngroto, Jawa Tengah","0992","-6.7129,111.5196","",""
"4074","Outlet Pandan","40740425","Pandan, Jawa Tengah","0425","-6.7335,111.4507","",""
"4075","Outlet Sulo","40750861","Sulo, Jawa Tengah","0861","-6.7306,111.5732","",""
"4076","Outlet Kedungdowo","40760236","Kedungdowo, Jawa Tengah","0236","-6.7625,111.5765","",""
"4077","Outlet Tempaling","40770514","Tempaling, Jawa Tengah","0514","-6.7755,111.4474","",""
"4078","Outlet Ngangpo","4078081","Ngangpo, Jawa Tengah","081","-6.7306,111.388","",""
"4079","Outlet Pakis","40790973","Pakis, Jawa Tengah","0973","-6.8244,111.5093","",""
"4080","Outlet Karaskepoh","4080019","Karaskepoh, Jawa Tengah","019","-6.7216,111.4389","",""
"4081","Outlet Kebonagung","40810886","Kebonagung, Jawa Tengah","0886","-6.7523,111.3447","",""
"4082","Outlet Ngulahan","40820246","Ngulahan, Jawa Tengah","0246","-6.7614,111.5272","",""
"4083","Outlet Lodan Wetan","40830249","Lodan Wetan, Jawa Tengah","0249","-6.7854,111.6086","",""
"4084","Outlet Kerep Wetan","40840289","Kerep Wetan, Jawa Tengah","0289","-6.7561,111.3904","",""
"4085","Outlet Pendok","40850865","Pendok, Jawa Tengah","0865","-6.6313,111.528","",""
"4086","Outlet Dukuan","40860516","Dukuan, Jawa Tengah","0516","-6.6918,111.5439","",""
"4087","Outlet Gingsir","40870932","Gingsir, Jawa Tengah","0932","-6.7417,111.2684","",""
"4088","Outlet Ngandang","40880875","Ngandang, Jawa Tengah","0875","-6.816,111.5559","",""
"4089","Outlet Ngilengan","40890009","Ngilengan, Jawa Tengah","0009","-6.7228,111.633","",""
"4090","Outlet Krajan Sale","40900816","Krajan Sale, Jawa Tengah","0816","-6.8617,111.6067","",""
"4091","Outlet Krajankaras","4091035","Krajankaras, Jawa Tengah","035","-6.7782,111.5566","",""
"4092","Outlet Kembang","40920192","Kembang, Jawa Tengah","0192","-6.7712,111.4311","",""
"4093","Outlet Garang","40930549","Garang, Jawa Tengah","0549","-6.7234,111.4035","",""
"4094","Outlet Gunem","40940311","Gunem, Jawa Tengah","0311","-6.807,111.4656","",""
"4095","Outlet Karanglo","40950359","Karanglo, Jawa Tengah","0359","-6.7221,111.4429","",""
"4096","Outlet Gandik","40960075","Gandik, Jawa Tengah","0075","-6.7205,111.3755","",""
"4097","Outlet Kasingan","40970651","Kasingan, Jawa Tengah","0651","-6.707,111.352","",""
"4098","Outlet Mondoteko","40980157","Mondoteko, Jawa Tengah","0157","-6.7359,111.3451","",""
"4099","Outlet Blimbing","40990397","Blimbing, Jawa Tengah","0397","-6.634,111.5365","",""
"4100","Outlet Kuangsan","41000838","Kuangsan, Jawa Tengah","0838","-6.7459,111.2993","",""
"4101","Outlet Korowelang","41010009","Korowelang, Jawa Tengah","0009","-6.7896,111.4176","",""
"4102","Outlet Trahan Wetan","41020353","Trahan Wetan, Jawa Tengah","0353","-6.6367,111.4822","",""
"4103","Outlet Kajar","41030296","Kajar, Jawa Tengah","0296","-6.6909,111.4765","",""
"4104","Outlet Sambirata","41040021","Sambirata, Jawa Tengah","0021","-6.7859,111.5744","",""
"4105","Outlet Krajan Landoh","41050072","Krajan Landoh, Jawa Tengah","0072","-6.7635,111.3709","",""
"4106","Outlet Padaran","41060589","Padaran, Jawa Tengah","0589","-6.7218,111.4004","",""
"4107","Outlet Kedung","41070267","Kedung, Jawa Tengah","0267","-6.7294,111.4935","",""
"4108","Outlet Ngasinan","41080763","Ngasinan, Jawa Tengah","0763","-6.7144,111.5866","",""
"4109","Outlet Pesucen","41090763","Pesucen, Jawa Tengah","0763","-6.8541,111.4826","",""
"4110","Outlet Lojigawaran","41100387","Lojigawaran, Jawa Tengah","0387","-6.7422,111.3587","",""
"4111","Outlet Gemblengmulyo","41110153","Gemblengmulyo, Jawa Tengah","0153","-6.7328,111.4675","",""
"4112","Outlet Tanjungan","41120901","Tanjungan, Jawa Tengah","0901","-6.7082,111.6356","",""
"4113","Outlet Leran","41130534","Leran, Jawa Tengah","0534","-6.6436,111.4712","",""
"4114","Outlet Sekararum","41140187","Sekararum, Jawa Tengah","0187","-6.7769,111.2573","",""
"4115","Outlet Lambangan Wetan","41150556","Lambangan Wetan, Jawa Tengah","0556","-6.8288,111.3666","",""
"4116","Outlet Pondokrejo Wetan","41160492","Pondokrejo Wetan, Jawa Tengah","0492","-6.8365,111.3243","",""
"4117","Outlet Sumurpule","41170708","Sumurpule, Jawa Tengah","0708","-6.6874,111.5822","",""
"4118","Outlet Pandeyan","41180438","Pandeyan, Jawa Tengah","0438","-6.7009,111.4513","",""
"4119","Outlet Babak","41190944","Babak, Jawa Tengah","0944","-6.7689,111.6431","",""
"4120","Outlet Pandansili","41200924","Pandansili, Jawa Tengah","0924","-6.8369,111.2911","",""
"4121","Outlet Jolotundo","41210822","Jolotundo, Jawa Tengah","0822","-6.7039,111.4465","",""
"4122","Outlet Ringin","41220332","Ringin, Jawa Tengah","0332","-6.7551,111.464","",""
"4123","Outlet Gambiran","41230843","Gambiran, Jawa Tengah","0843","-6.7988,111.4951","",""
"4124","Outlet Mlawat","41240847","Mlawat, Jawa Tengah","0847","-6.7754,111.4178","",""
"4125","Outlet Gonggang","41250182","Gonggang, Jawa Tengah","0182","-6.7357,111.6303","",""
"4126","Outlet Pasarbanggi","41260689","Pasarbanggi, Jawa Tengah","0689","-6.6987,111.394","",""
"4127","Outlet Krajan Gandrirejo","41270027","Krajan Gandrirejo, Jawa Tengah","0027","-6.7291,111.5663","",""
"4128","Outlet Kendalagung","41280679","Kendalagung, Jawa Tengah","0679","-6.7093,111.6038","",""
"4129","Outlet Jurangjero","4129068","Jurangjero, Jawa Tengah","068","-6.6455,111.4832","",""
"4130","Outlet Cabean","41300965","Cabean, Jawa Tengah","0965","-6.842,111.356","",""
"4131","Outlet Sudan","41310252","Sudan, Jawa Tengah","0252","-6.6963,111.5789","",""
"4132","Outlet Bogorame","41320409","Bogorame, Jawa Tengah","0409","-6.766,111.3568","",""
"4133","Outlet Dadapan","41330691","Dadapan, Jawa Tengah","0691","-6.7094,111.5396","",""
"4134","Outlet Mentoro Wetan","41340224","Mentoro Wetan, Jawa Tengah","0224","-6.6993,111.4904","",""
"4135","Outlet Ngotet Kidul","4135093","Ngotet Kidul, Jawa Tengah","093","-6.7309,111.3582","",""
"4136","Outlet Plawangan","41360834","Plawangan, Jawa Tengah","0834","-6.6741,111.5942","",""
"4137","Outlet Nrondo","41370303","Nrondo, Jawa Tengah","0303","-6.74,111.3677","",""
"4138","Outlet Lambangan Kulon","41380169","Lambangan Kulon, Jawa Tengah","0169","-6.8352,111.3585","",""
"4139","Outlet Rukem","41390564","Rukem, Jawa Tengah","0564","-6.8029,111.415","",""
"4140","Outlet Nglojo","41400479","Nglojo, Jawa Tengah","0479","-6.7501,111.616","",""
"4141","Outlet Bangker","41410666","Bangker, Jawa Tengah","0666","-6.7321,111.3289","",""
"4142","Outlet Bendo","41420689","Bendo, Jawa Tengah","0689","-6.6588,111.5335","",""
"4143","Outlet Rakitan","41430473","Rakitan, Jawa Tengah","0473","-6.6667,111.5161","",""
"4144","Outlet Sidomulyo","41440863","Sidomulyo, Jawa Tengah","0863","-6.806,111.4605","",""
"4145","Outlet Kulutan","41450002","Kulutan, Jawa Tengah","0002","-6.7996,111.4646","",""
"4146","Outlet Krajan Tengah Sendangmulyo","4146034","Krajan Tengah Sendangmulyo, Jawa Tengah","034","-6.8531,111.3223","",""
"4147","Outlet Langgar","4147054","Langgar, Jawa Tengah","054","-6.6491,111.5047","",""
"4148","Outlet Bamban","41480783","Bamban, Jawa Tengah","0783","-6.7936,111.5194","",""
"4149","Outlet Bajingjowo","41490995","Bajingjowo, Jawa Tengah","0995","-6.7411,111.6709","",""
"4150","Outlet Sedan","41500514","Sedan, Jawa Tengah","0514","-6.7668,111.5744","",""
"4151","Outlet Karanganyar","41510469","Karanganyar, Jawa Tengah","0469","-6.7041,111.6312","",""
"4152","Outlet Karanganyar","41520244","Karanganyar, Jawa Tengah","0244","-6.7946,111.4282","",""
"4153","Outlet Langkir","41530857","Langkir, Jawa Tengah","0857","-6.7303,111.466","",""
"4154","Outlet Pamotan","41540603","Pamotan, Jawa Tengah","0603","-6.7609,111.4898","",""
"4155","Outlet Kemadu","41550774","Kemadu, Jawa Tengah","0774","-6.8165,111.3822","",""
"4156","Outlet Trembes","41560865","Trembes, Jawa Tengah","0865","-6.8101,111.4904","",""
"4157","Outlet Doropayung","41570119","Doropayung, Jawa Tengah","0119","-6.7251,111.435","",""
"4158","Outlet Ngadem","41580333","Ngadem, Jawa Tengah","0333","-6.7382,111.3376","",""
"4159","Outlet Magersari","41590025","Magersari, Jawa Tengah","0025","-6.7025,111.3252","",""
"4160","Outlet Tempel","41600942","Tempel, Jawa Tengah","0942","-6.7854,111.4484","",""
"4161","Outlet Karasgede","41610207","Karasgede, Jawa Tengah","0207","-6.71,111.4342","",""
"4162","Outlet Jatirego","41620415","Jatirego, Jawa Tengah","0415","-6.8401,111.5204","",""
"4163","Outlet Pelemsari","4163047","Pelemsari, Jawa Tengah","047","-6.8317,111.3118","",""
"4164","Outlet Pandangan Wetan","41640819","Pandangan Wetan, Jawa Tengah","0819","-6.6702,111.5896","",""
"4165","Outlet Timbrangan","41650179","Timbrangan, Jawa Tengah","0179","-6.8598,111.4872","",""
"4166","Outlet Sidowayah Kidul","41660734","Sidowayah Kidul, Jawa Tengah","0734","-6.7202,111.347","",""
"4167","Outlet Balong Kulon","41670591","Balong Kulon, Jawa Tengah","0591","-6.735,111.3782","",""
"4168","Outlet Sluke","41680847","Sluke, Jawa Tengah","0847","-6.6325,111.4995","",""
"4169","Outlet Ngrojo","41690343","Ngrojo, Jawa Tengah","0343","-6.8348,111.3525","",""
"4170","Outlet Sendangagung","41700013","Sendangagung, Jawa Tengah","0013","-6.7448,111.4247","",""
"4171","Outlet Rembang","41710756","Rembang, Jawa Tengah","0756","-6.707,111.3498","",""
"4172","Outlet Segoro","41720131","Segoro, Jawa Tengah","0131","-6.7674,111.4127","",""
"4173","Outlet Logading","41730449","Logading, Jawa Tengah","0449","-6.6684,111.4739","",""
"4174","Outlet Sawahan","41740365","Sawahan, Jawa Tengah","0365","-6.7086,111.3392","",""
"4175","Outlet Karangharjo","41750834","Karangharjo, Jawa Tengah","0834","-6.6994,111.6254","",""
"4176","Outlet Seren Barat","41760658","Seren Barat, Jawa Tengah","0658","-6.7591,111.3313","",""
"4177","Outlet Sarangmeduro","4177029","Sarangmeduro, Jawa Tengah","029","-6.7366,111.6698","",""
"4178","Outlet Megulung","41780605","Megulung, Jawa Tengah","0605","-6.7722,111.2661","",""
"4179","Outlet Tahunan","41790652","Tahunan, Jawa Tengah","0652","-6.885,111.553","",""
"4180","Outlet Kalipang","41800849","Kalipang, Jawa Tengah","0849","-6.7241,111.6536","",""
"4181","Outlet Babadan","41810707","Babadan, Jawa Tengah","0707","-6.7219,111.2948","",""
"4182","Outlet Suntri","41820306","Suntri, Jawa Tengah","0306","-6.8475,111.5081","",""
"4183","Outlet Ponjen","41830653","Ponjen, Jawa Tengah","0653","-6.8373,111.3864","",""
"4184","Outlet Kutoharjo","41840184","Kutoharjo, Jawa Tengah","0184","-6.7056,111.345","",""
"4185","Outlet Kaliombo Wetan","41850039","Kaliombo Wetan, Jawa Tengah","0039","-6.7868,111.3621","",""
"4186","Outlet Karangasem","41860077","Karangasem, Jawa Tengah","0077","-6.8512,111.3638","",""
"4187","Outlet Karangasem","41870974","Karangasem, Jawa Tengah","0974","-6.756,111.5823","",""
"4188","Outlet Mrayun","41880553","Mrayun, Jawa Tengah","0553","-6.8762,111.5877","",""
"4189","Outlet Ngemplakrejo Lor","41890021","Ngemplakrejo Lor, Jawa Tengah","0021","-6.7888,111.4548","",""
"4190","Outlet Panohan","41900918","Panohan, Jawa Tengah","0918","-6.815,111.437","",""
"4191","Outlet Jadi","41910133","Jadi, Jawa Tengah","0133","-6.7772,111.2717","",""
"4192","Outlet Sampung","41920713","Sampung, Jawa Tengah","0713","-6.7838,111.652","",""
"4193","Outlet Sumbersari","41930441","Sumbersari, Jawa Tengah","0441","-6.6462,111.5665","",""
"4194","Outlet Balongmulyo","41940437","Balongmulyo, Jawa Tengah","0437","-6.6806,111.6014","",""
"4195","Outlet Tlogotunggal","41950487","Tlogotunggal, Jawa Tengah","0487","-6.757,111.2971","",""
"4196","Outlet Gading Barat","41960035","Gading Barat, Jawa Tengah","0035","-6.8803,111.5599","",""
"4197","Outlet Sumber","41970378","Sumber, Jawa Tengah","0378","-6.7978,111.2572","",""
"4198","Outlet Ngulangan","41980418","Ngulangan, Jawa Tengah","0418","-6.718,111.487","",""
"4199","Outlet Krajanbonjor","41990606","Krajanbonjor, Jawa Tengah","0606","-6.7839,111.6394","",""
"4200","Outlet Dasun","42000257","Dasun, Jawa Tengah","0257","-6.6782,111.4454","",""
"4201","Outlet Cicalung","42010487","Cicalung, Jawa Barat","0487","-7.142,108.2005","",""
"4202","Outlet Warudoyong","42020415","Warudoyong, Jawa Barat","0415","-7.1258,108.2206","",""
"4203","Outlet Krajan Dua Padomasan","42030414","Krajan Dua Padomasan, Jawa Timur","0414","-8.2306,113.3192","",""
"4204","Outlet Baruklinting Dua","42040591","Baruklinting Dua, Jawa Timur","0591","-8.0962,111.8252","",""
"4205","Outlet Kolor","42050465","Kolor, Jawa Timur","0465","-7.1061,113.6173","",""
"4206","Outlet Bobojong","42060241","Bobojong, Jawa Barat","0241","-7.4072,108.5861","",""
"4207","Outlet Pondokunyur","42070259","Pondokunyur, Jawa Barat","0259","-7.3887,108.6759","",""
"4208","Outlet Waru","42080977","Waru, Jawa Tengah","0977","-6.8894,111.4923","",""
"4209","Outlet Mengenkrajan","42090892","Mengenkrajan, Jawa Timur","0892","-8.0395,113.8512","",""
"4210","Outlet Pringsewu","42100788","Pringsewu, Lampung","0788","-5.3582,104.9744","",""
"4211","Outlet Sukoharjo Satu","42110711","Sukoharjo Satu, Lampung","0711","-5.3009,104.9833","",""
"4212","Outlet Gadingrejo","42120738","Gadingrejo, Lampung","0738","-5.3723,105.0616","",""
"4213","Outlet Gardu","42130329","Gardu, Jawa Barat","0329","-7.0762,108.3845","",""
"4214","Outlet Kajar","42140961","Kajar, Jawa Tengah","0961","-6.8821,111.4806","",""
"4215","Outlet Bunirasa","42150106","Bunirasa, Jawa Barat","0106","-7.3343,108.3279","",""
"4216","Outlet Janglapa","42160056","Janglapa, Jawa Barat","0056","-7.1437,108.5053","",""
"4217","Outlet Raksabaya","42170697","Raksabaya, Jawa Barat","0697","-7.3802,108.456","",""
"4218","Outlet Citeureup","42180306","Citeureup, Jawa Barat","0306","-7.1581,108.3527","",""
"4219","Outlet Mandala","42190488","Mandala, Jawa Barat","0488","-7.1459,108.2661","",""
"4220","Outlet Mandala","42200307","Mandala, Jawa Barat","0307","-7.7402,108.4732","",""
"4221","Outlet Banjarsari","42210762","Banjarsari, Jawa Barat","0762","-7.4819,108.5998","",""
"4222","Outlet Kalapagada","42220756","Kalapagada, Jawa Barat","0756","-7.3943,108.6614","",""
"4223","Outlet Sukamulya","42230719","Sukamulya, Jawa Barat","0719","-7.4843,108.6031","",""
"4224","Outlet Girijaya","42240033","Girijaya, Jawa Barat","0033","-7.6862,108.5352","",""
"4225","Outlet Banjarangsana","42250357","Banjarangsana, Jawa Barat","0357","-7.1339,108.2407","",""
"4226","Outlet Cinyasag","422603","Cinyasag, Jawa Barat","03","-7.0912,108.3732","",""
"4227","Outlet Sindangsari","422707","Sindangsari, Jawa Barat","07","-7.0937,108.3207","",""
"4228","Outlet Sindangsari","42280622","Sindangsari, Jawa Barat","0622","-7.5062,108.6975","",""
"4229","Outlet Sindangsari","42290203","Sindangsari, Jawa Barat","0203","-7.4778,108.6147","",""
"4230","Outlet Sindangsari","42300922","Sindangsari, Jawa Barat","0922","-7.8108,108.4396","",""
"4231","Outlet Sindangsari","42310358","Sindangsari, Jawa Barat","0358","-7.5575,108.5341","",""
"4232","Outlet Jangraga","42320259","Jangraga, Jawa Barat","0259","-7.4872,108.6708","",""
"4233","Outlet Cirahab","42330628","Cirahab, Jawa Barat","0628","-7.2714,108.3071","",""
"4234","Outlet Sentul","42340332","Sentul, Jawa Barat","0332","-7.5591,108.7376","",""
"4235","Outlet Gandapura","42350511","Gandapura, Jawa Barat","0511","-7.3922,108.422","",""
"4236","Outlet Sumanding","42360265","Sumanding, Jawa Barat","0265","-7.5132,108.6198","",""
"4237","Outlet Cempaka","42370133","Cempaka, Jawa Barat","0133","-7.3236,108.5166","",""
"4238","Outlet Balegede","42380049","Balegede, Jawa Barat","0049","-7.2388,108.5574","",""
"4239","Outlet Banjarwaru","42390789","Banjarwaru, Jawa Barat","0789","-7.7778,108.3815","",""
"4240","Outlet Karangbenda","42400294","Karangbenda, Jawa Barat","0294","-7.6917,108.5108","",""
"4241","Outlet Rancabungur","42410647","Rancabungur, Jawa Barat","0647","-7.4849,108.592","",""
"4242","Outlet Bantardawa","42420977","Bantardawa, Jawa Barat","0977","-7.4381,108.6123","",""
"4243","Outlet Sukaraja","42430982","Sukaraja, Jawa Barat","0982","-7.1466,108.214","",""
"4244","Outlet Cigangsa","42440421","Cigangsa, Jawa Barat","0421","-7.5237,108.3633","",""
"4245","Outlet Sambungjaya","42450097","Sambungjaya, Jawa Barat","0097","-7.4622,108.5366","",""
"4246","Outlet Margaharja","42460955","Margaharja, Jawa Barat","0955","-7.2593,108.4503","",""
"4247","Outlet Cisadap","42470926","Cisadap, Jawa Barat","0926","-7.3102,108.3066","",""
"4248","Outlet Pamekaran","42480715","Pamekaran, Jawa Barat","0715","-7.1087,108.2441","",""
"4249","Outlet Rawa Satu","42490781","Rawa Satu, Jawa Barat","0781","-7.1581,108.3171","",""
"4250","Outlet Patingen Dua","4250004","Patingen Dua, Jawa Barat","004","-7.5418,108.6973","",""
"4251","Outlet Banjaranyar","42510197","Banjaranyar, Jawa Barat","0197","-7.5106,108.5487","",""
"4252","Outlet Parakan","42520395","Parakan, Jawa Barat","0395","-7.6542,108.4724","",""
"4253","Outlet Pajagan","42530213","Pajagan, Jawa Barat","0213","-7.0923,108.3445","",""
"4254","Outlet Kawarasan","42540766","Kawarasan, Jawa Barat","0766","-7.5699,108.6997","",""
"4255","Outlet Desa Kertasari","4255081","Desa Kertasari, Jawa Barat","081","-7.3268,108.369","",""
"4256","Outlet Harjamukti","42560724","Harjamukti, Jawa Barat","0724","-7.2198,108.514","",""
"4257","Outlet Jongorsari","42570592","Jongorsari, Jawa Barat","0592","-7.1008,108.2796","",""
"4258","Outlet Cijurey","42580728","Cijurey, Jawa Barat","0728","-7.394,108.6048","",""
"4259","Outlet Margamulya","42590818","Margamulya, Jawa Barat","0818","-7.2674,108.5587","",""
"4260","Outlet Pasirnangka","42600267","Pasirnangka, Jawa Barat","0267","-7.3654,108.4373","",""
"4261","Outlet Bangbayang Kaler","42610682","Bangbayang Kaler, Jawa Barat","0682","-7.2096,108.3383","",""
"4262","Outlet Cibanten","42620939","Cibanten, Jawa Barat","0939","-7.6941,108.4029","",""
"4263","Outlet Sukamaju","4263067","Sukamaju, Jawa Barat","067","-7.4342,108.5177","",""
"4264","Outlet Sukamaju","42640464","Sukamaju, Jawa Barat","0464","-7.2416,108.2205","",""
"4265","Outlet Cibiru","42650683","Cibiru, Jawa Barat","0683","-7.6431,108.4345","",""
"4266","Outlet Desa Sukajadi","42660084","Desa Sukajadi, Jawa Barat","0084","-7.3092,108.3294","",""
"4267","Outlet Dayeuhluhur","42670264","Dayeuhluhur, Jawa Barat","0264","-7.1752,108.3854","",""
"4268","Outlet Jagabaya Dua","42680494","Jagabaya Dua, Jawa Barat","0494","-7.1053,108.3946","",""
"4269","Outlet Desa Wetan Ciakar","42690666","Desa Wetan Ciakar, Jawa Barat","0666","-7.1944,108.3552","",""
"4270","Outlet Cinangka","4270068","Cinangka, Jawa Barat","068","-7.5566,108.6536","",""
"4271","Outlet Panglanjan","42710466","Panglanjan, Jawa Barat","0466","-7.6405,108.5124","",""
"4272","Outlet Purwasari","42720979","Purwasari, Jawa Barat","0979","-7.4769,108.6409","",""
"4273","Outlet Cipari","42730463","Cipari, Jawa Barat","0463","-7.6746,108.5776","",""
"4274","Outlet Desa Nasol","42740204","Desa Nasol, Jawa Barat","0204","-7.2815,108.2903","",""
"4275","Outlet Ciamis","42750538","Ciamis, Jawa Barat","0538","-7.3257,108.3534","",""
"4276","Outlet Parapat","42760169","Parapat, Jawa Barat","0169","-7.6892,108.6572","",""
"4277","Outlet Selacai","42770177","Selacai, Jawa Barat","0177","-7.2156,108.3829","",""
